,state,action,reward,next_state
246,"0.10528412,0.10355195",1,-0.3950860220690391,"0.10471509204493676,0.10355194599305517"
247,"0.104715094,0.10355195",4,-0.3941696802351329,"0.10425692112798365,0.10355194599305517"
248,"0.10425692,0.10355195",1,-0.3946253853752194,"0.10448377210057948,0.10355194599305517"
249,"0.104483776,0.10355195",7,-0.39354250494128584,"0.10394333348106015,0.10355194599305517"
250,"0.10394333,0.10355195",8,-0.3921957861704529,"0.10326997409564372,0.10355194599305517"
251,"0.10326997,0.10355195",8,-0.3907560208705292,"0.10255009144568182,0.10355194599305517"
252,"0.10255009,0.10355195",9,-0.3899629998195713,"0.102153108717202,0.10355194599305517"
253,"0.10215311,0.10355195",5,-0.38962436573463144,"0.10198426387773293,0.10355194599305517"
254,"0.10198426,0.10355195",6,-0.38956728571600796,"0.10195572386842124,0.10355194599305517"
255,"0.10195573,0.10355195",2,-0.3895607885222273,"0.10195247527153091,0.10355194599305517"
256,"0.10195248,0.10355195",9,-0.3895509965217836,"0.10194757927130906,0.10355194599305517"
257,"0.101947576,0.10355195",7,-0.38954790112803317,"0.10194603157443383,0.10355194599305517"
258,"0.10194603,0.10355195",6,-0.3895580153686239,"0.10195108869472917,0.10355194599305517"
259,"0.101951085,0.10355195",4,-0.3899048627132067,"0.10212353638714453,0.10355194599305517"
260,"0.102123536,0.10355195",9,-0.3898977584045865,"0.10212096021271047,0.10355194599305517"
261,"0.10212096,0.10355195",7,-0.38990255718936007,"0.10212335960509725,0.10355194599305517"
262,"0.10212336,0.10355195",0,-0.3880719529821256,"0.10120805750148006,0.10355194599305517"
263,"0.10120806,0.10355195",7,-0.38804954654485524,"0.10119514829774627,0.10355194599305517"
264,"0.10119515,0.10355195",4,-0.3886005357407504,"0.10147234888079244,0.10355194599305517"
265,"0.10147235,0.10355195",6,-0.3887062038209329,"0.10152518292088371,0.10355194599305517"
266,"0.10152518,0.10355195",4,-0.3895934392619582,"0.10196880064139635,0.10355194599305517"
267,"0.1019688,0.10355195",8,-0.3897170443299841,"0.10203060317540928,0.10355194599305517"
268,"0.102030605,0.10355195",3,-0.396182288823567,"0.10512387433920627,0.10355194599305517"
269,"0.10512388,0.10355195",6,-0.42490882470920877,"0.11962649336502161,0.10355194599305517"
270,"0.13268928,0.10344201",4,-0.44850824522072863,"0.13142622049112415,0.10355193474616009"
271,"0.13142622,0.10355193",8,-0.43630292580095476,"0.12532354391089462,0.10355194599305517"
272,"0.12532355,0.10355195",3,-0.4295503496875761,"0.12194725585420527,0.10355194599305517"
273,"0.12194726,0.10355195",6,-0.4246105568407559,"0.11947735943079517,0.10355194599305517"
274,"0.11947736,0.10355195",8,-0.43658954599955246,"0.12546685401019345,0.10355194599305517"
275,"0.12546685,0.10355195",3,-0.47687140899463865,"0.14557625516479,0.10355194599305517"
276,"0.14557625,0.10355195",8,-0.5336213667089604,"0.17398276436489746,0.10355194599305517"
277,"0.17398277,0.10355195",7,-0.6097910898867425,"0.21128136483863771,0.10355194599305517"
278,"0.21128136,0.10355195",9,-0.6585478342306628,"0.2364459981257486,0.10355194599305517"
279,"0.236446,0.10355195",4,-0.6829532258400374,"0.2486486939304359,0.10355194599305517"
280,"0.24864869,0.10355195",3,-0.7242398603543811,"0.2688787570338518,0.10355194599305517"
281,"0.26887876,0.10355195",9,-0.7838475973045361,"0.2990958796626853,0.10355194599305517"
282,"0.29909587,0.10355195",4,-0.8379997955361633,"0.3261719787784989,0.10355194599305517"
283,"0.32617196,0.10355195",5,-0.8688118185947795,"0.341577990307807,0.10355194599305517"
284,"0.34157798,0.10355195",1,-0.8726570512366558,"0.34350060662874515,0.10355194599305517"
285,"0.3435006,0.10355195",6,-0.9072106552279378,"0.3607774086243861,0.10355194599305517"
286,"0.3607774,0.10355195",3,-0.9669787943809177,"0.3906614782008761,0.10355194599305517"
287,"0.39066148,0.10355195",4,-0.9775860169079578,"0.3959828908114616,0.10355194599305517"
288,"0.3959829,0.10355195",3,-0.9751353464659807,"0.39473975424340757,0.10355194599305517"
289,"0.39473975,0.10355195",7,-0.9491357392155594,"0.38180558028922157,0.10355194599305517"
290,"0.38180557,0.10355195",3,-0.9051219993938853,"0.3597330807073599,0.10355194599305517"
291,"0.35973307,0.10355195",4,-0.8847470956337896,"0.34954562882731205,0.10355194599305517"
292,"0.34954563,0.10355195",7,-0.8815316644204141,"0.3479379132206243,0.10355194599305517"
293,"0.3479379,0.10355195",4,-0.8808818308724342,"0.34761299644663435,0.10355194599305517"
294,"0.347613,0.10355195",4,-0.8803012455626155,"0.347322703791725,0.10355194599305517"
295,"0.3473227,0.10355195",3,-0.8799553726530341,"0.34714892978031153,0.10355194599305517"
296,"0.34714893,0.10355195",0,-0.8823284815399761,"0.3483363217804053,0.10355194599305517"
