,state,action,reward,next_state
163,"0.30888733,0.10355195",8,9.178801276003455,"0.3177714430086902,0.10355194599305517"
164,"0.31777143,0.10355195",9,9.173753371541599,"0.32029539523961786,0.10355194599305517"
165,"0.3202954,0.10355195",4,9.133928769738182,"0.34020769614132723,0.10355194599305517"
166,"0.3402077,0.10355195",7,9.093480737614824,"0.36043171220300596,0.10355194599305517"
167,"0.3604317,0.10355195",6,9.101665299528504,"0.35633943124616557,0.10355194599305517"
168,"0.35633942,0.10355195",9,9.090570500108063,"0.3618761248175728,0.10355194599305517"
169,"0.36187613,0.10355195",0,9.08634209609275,"0.3640010329640424,0.10355194599305517"
170,"0.36400104,0.10355195",6,9.095044613881544,"0.35964977406964566,0.10355194599305517"
171,"0.35964978,0.10355195",5,9.146077075398312,"0.33413354331126227,0.10355194599305517"
172,"0.33413354,0.10355195",1,9.1853817479011,"0.3147896056319653,0.10355194599305517"
173,"0.3147896,0.10355195",2,9.258650851367907,"0.277846655326464,0.10355194599305517"
174,"0.27784666,0.10355195",5,9.34853667487399,"0.2329037435734221,0.10355194599305517"
175,"0.23290375,0.10355195",4,9.325166631146622,"0.2445887654371069,0.10355194599305517"
176,"0.24458876,0.10355195",0,9.2749959161625,"0.2696741229291683,0.10355194599305517"
177,"0.26967412,0.10355195",5,9.319993524460108,"0.24717531878036408,0.10355194599305517"
178,"0.24717532,0.10355195",7,9.3336813929408,"0.2403313845400179,0.10355194599305517"
179,"0.24033138,0.10355195",6,9.359878982713504,"0.22723258965366594,0.10355194599305517"
180,"0.13177682,0.10344201",3,9.538044703997992,"0.1381532402974668,0.10354960513569128"
181,"0.13815324,0.10354961",7,9.501769032435842,"0.15628756479249684,0.10355194599305517"
182,"0.15628757,0.10355195",9,9.460525485061307,"0.17690933847976417,0.10355194599305517"
183,"0.17690934,0.10355195",8,9.440099463542955,"0.18712234923894022,0.10355194599305517"
184,"0.18712234,0.10355195",8,9.436698072273563,"0.18882304487363574,0.10355194599305517"
185,"0.18882304,0.10355195",5,9.435033925216224,"0.18965511840230592,0.10355194599305517"
186,"0.18965513,0.10355195",5,9.433281785254838,"0.19053118838299865,0.10355194599305517"
187,"0.1905312,0.10355195",3,9.404660612791494,"0.20484177461467118,0.10355194599305517"
188,"0.20484178,0.10355195",1,9.346502295242562,"0.23392093338913653,0.10355194599305517"
189,"0.23392093,0.10355195",4,9.279424288905108,"0.2674599365578632,0.10355194599305517"
190,"0.26745993,0.10355195",4,9.23084258867823,"0.29160297498353926,0.10355194599305517"
191,"0.29160297,0.10355195",5,9.211136489208684,"0.30160383640607547,0.10355194599305517"
192,"0.30160382,0.10355195",2,9.270383158580298,"0.2719969557938495,0.10355194599305517"
193,"0.27199695,0.10355195",2,9.324849486063012,"0.2447473379789116,0.10355194599305517"
194,"0.24474734,0.10355195",2,9.33228044593837,"0.24103185804123314,0.10355194599305517"
195,"0.24103186,0.10355195",8,9.333640381277068,"0.24035189037188417,0.10355194599305517"
196,"0.24035189,0.10355195",9,9.334809882172422,"0.23976713992420626,0.10355194599305517"
197,"0.23976713,0.10355195",5,9.337050878689816,"0.23864664166550992,0.10355194599305517"
198,"0.23864664,0.10355195",1,9.327430455400577,"0.24345685331012862,0.10355194599305517"
199,"0.24345686,0.10355195",5,9.308086955611772,"0.25312860320453145,0.10355194599305517"
200,"0.25312862,0.10355195",0,9.328643562942641,"0.24285029953909704,0.10355194599305517"
201,"0.2428503,0.10355195",5,9.335614722371645,"0.239364719824595,0.10355194599305517"
202,"0.23936471,0.10355195",1,9.32580326723432,"0.244270447393257,0.10355194599305517"
203,"0.24427044,0.10355195",1,9.306474371160922,"0.2539348954299563,0.10355194599305517"
204,"0.2539349,0.10355195",8,9.286678064335389,"0.26383304884272313,0.10355194599305517"
205,"0.26383305,0.10355195",0,9.267683735365509,"0.27333021332766344,0.10355194599305517"
206,"0.2733302,0.10355195",7,9.2496070841583,"0.2823570398684006,0.10355194599305517"
207,"0.28235704,0.10355195",6,9.232037799855856,"0.2911531810824899,0.10355194599305517"
208,"0.2911532,0.10355195",8,9.215123549761287,"0.299610306129774,0.10355194599305517"
209,"0.29961032,0.10355195",8,9.198857859627344,"0.3077431511967455,0.10355194599305517"
210,"0.13282992,0.10344201",8,9.55370126876712,"0.1303214624263267,0.1035519354600753"
211,"0.13032146,0.10355194",9,9.567028120322734,"0.12365802084905099,0.10355194599305517"
212,"0.123658024,0.10355195",6,9.602280944683473,"0.10603160866868107,0.10355194599305517"
213,"0.10603161,0.10355195",5,9.653707635027558,"0.08031826349663865,0.10355194599305517"
214,"0.080318265,0.10355195",4,9.666323122515038,"0.0786300293111401,0.10047227295422702"
215,"0.07863003,0.10047227",9,9.685429438416138,"0.076302835228703,0.09565496370881878"
216,"0.076302834,0.095654964",2,9.695780683211568,"0.075101795001446,0.09300524226184684"
217,"0.07510179,0.09300524",6,9.706674356296404,"0.07560601403767937,0.08903787187607919"
218,"0.07560601,0.08903787",7,9.723735846026035,"0.07457420569281772,0.08403858086277625"
219,"0.0745742,0.08403858",8,9.725302341274324,"0.07840922659862412,0.08096032859273038"
220,"0.078409225,0.080960326",5,9.748615332257165,"0.06922538332044546,0.07931130036731479"
221,"0.069225386,0.079311304",3,9.750134553639551,"0.06939980746421157,0.07868861047734216"
222,"0.069399804,0.078688614",0,9.739513987629152,"0.07717061459801469,0.07704826105827284"
223,"0.07717062,0.077048264",1,9.713597216037124,"0.09160019825205232,0.07606746248625733"
224,"0.091600195,0.07606746",6,9.691651239633128,"0.1025731864540503,0.07606746248625733"
225,"0.102573186,0.07606746",4,9.66410096850616,"0.11634832201753421,0.07606746248625733"
226,"0.11634832,0.07606746",8,9.623343681073388,"0.13672696573392001,0.07606746248625733"
227,"0.13672696,0.07606746",8,9.58875709309873,"0.1540202597212494,0.07606746248625733"
228,"0.15402026,0.07606746",8,9.579693739735148,"0.15855193640303997,0.07606746248625733"
229,"0.15855193,0.07606746",4,9.550230812146275,"0.17328340019747696,0.07606746248625733"
230,"0.1732834,0.07606746",8,9.509786807095182,"0.19350540272302316,0.07606746248625733"
231,"0.1935054,0.07606746",6,9.482210027657294,"0.20729379244196744,0.07606746248625733"
232,"0.2072938,0.07606746",6,9.45373978890035,"0.22152891182043938,0.07606746248625733"
233,"0.22152892,0.07606746",8,9.425576949173971,"0.2356103316836291,0.07606746248625733"
234,"0.23561034,0.07606746",9,9.399129527856875,"0.2487293468690645,0.07606746248625733"
235,"0.24872935,0.07606746",7,9.400860474655449,"0.24796856894288957,0.07606746248625733"
236,"0.24796857,0.07606746",7,9.427482891113401,"0.23465736071391397,0.07606746248625733"
237,"0.23465736,0.07606746",5,9.494602987433703,"0.2010973125537627,0.07606746248625733"
238,"0.20109731,0.07606746",7,9.559569335931645,"0.16861413830479235,0.07606746248625733"
239,"0.16861413,0.07606746",7,9.58088566174973,"0.15796593775658907,0.07606746248625733"
240,"0.1325728,0.10344201",1,9.539263686458595,"0.1375438496473009,0.10354953808226783"
241,"0.13754386,0.10354954",0,9.558492893396062,"0.12792563431238677,0.10355194599305517"
242,"0.12792563,0.10355195",7,9.593610108304574,"0.11039754954954586,0.10355194599305517"
243,"0.11039755,0.10355195",4,9.597014176201313,"0.10866499290976149,0.10355194599305517"
244,"0.10866499,0.10355195",8,9.598708660045471,"0.10781775098768251,0.10355194599305517"
245,"0.107817754,0.10355195",2,9.59993268185216,"0.10720574008433756,0.10355194599305517"
246,"0.10720574,0.10355195",4,9.599892260283534,"0.10722595086865076,0.10355194599305517"
247,"0.107225955,0.10355195",2,9.600935924997394,"0.10670470085862313,0.10355194599305517"
248,"0.106704704,0.10355195",3,9.596015478235797,"0.10916434189251938,0.10355194599305517"
249,"0.10916434,0.10355195",6,9.57047596261984,"0.12193409970049732,0.10355194599305517"
250,"0.1219341,0.10355195",1,9.528040336085464,"0.14315191296768576,0.10355194599305517"
251,"0.14315191,0.10355195",8,9.479146218446273,"0.16759897178728111,0.10355194599305517"
252,"0.16759898,0.10355195",3,9.42229378968052,"0.19602518617015735,0.10355194599305517"
253,"0.1960252,0.10355195",3,9.343361854234402,"0.23549115389321676,0.10355194599305517"
254,"0.23549116,0.10355195",4,9.262316876991934,"0.2760136425144509,0.10355194599305517"
255,"0.27601364,0.10355195",2,9.25291358400893,"0.2807152890059528,0.10355194599305517"
256,"0.2807153,0.10355195",7,9.245216285678845,"0.28456393817099496,0.10355194599305517"
257,"0.28456393,0.10355195",8,9.229017424825992,"0.2926633685974214,0.10355194599305517"
258,"0.29266337,0.10355195",7,9.217044929663066,"0.2986088214147094,0.10355194599305517"
259,"0.2986088,0.10355195",6,9.213662200566686,"0.30034098072707416,0.10355194599305517"
260,"0.30034098,0.10355195",8,9.212358597153347,"0.3009927824337441,0.10355194599305517"
261,"0.3009928,0.10355195",1,9.199730097126043,"0.3073070324473962,0.10355194599305517"
262,"0.30730703,0.10355195",2,9.202738283119336,"0.30580293945074977,0.10355194599305517"
263,"0.30580294,0.10355195",7,9.192129656269646,"0.31110725287559443,0.10355194599305517"
264,"0.31110725,0.10355195",4,9.170731328137652,"0.3218064169415913,0.10355194599305517"
265,"0.32180643,0.10355195",1,9.148572886460236,"0.3328856377802991,0.10355194599305517"
266,"0.33288562,0.10355195",7,9.124776952114761,"0.3447836049530374,0.10355194599305517"
267,"0.3447836,0.10355195",4,9.101018761471318,"0.35666270027475844,0.10355194599305517"
268,"0.3566627,0.10355195",9,9.077190632243068,"0.3685767648888838,0.10355194599305517"
269,"0.36857677,0.10355195",0,9.07325918094419,"0.370542490538323,0.10355194599305517"
270,"0.13275228,0.10344201",5,9.552874637877704,"0.13073474465884036,0.1035519576015383"
271,"0.13073474,0.103551954",1,9.546440804845107,"0.13395167858786414,0.10355194599305517"
272,"0.13395168,0.10355195",5,9.527293375060225,"0.1435253934803051,0.10355194599305517"
273,"0.14352539,0.10355195",9,9.505107820566156,"0.15461817072733952,0.10355194599305517"
274,"0.15461817,0.10355195",1,9.48304796136746,"0.16564810032668825,0.10355194599305517"
275,"0.1656481,0.10355195",9,9.460353819499622,"0.1769951712606068,0.10355194599305517"
276,"0.17699517,0.10355195",1,9.43842511961061,"0.18795952120511228,0.10355194599305517"
277,"0.18795952,0.10355195",3,9.40210316818502,"0.2061204969179074,0.10355194599305517"
278,"0.20612049,0.10355195",5,9.345262995884525,"0.2345405830681552,0.10355194599305517"
279,"0.23454058,0.10355195",9,9.315603189726716,"0.24937048614705976,0.10355194599305517"
280,"0.24937049,0.10355195",2,9.302898748187761,"0.25572270691653665,0.10355194599305517"
281,"0.2557227,0.10355195",3,9.265746160413945,"0.2742990008034447,0.10355194599305517"
282,"0.274299,0.10355195",4,9.229873351275904,"0.2922354053724662,0.10355194599305517"
283,"0.2922354,0.10355195",5,9.205917020916003,"0.3042135705524165,0.10355194599305517"
284,"0.30421358,0.10355195",1,9.179898024734817,"0.3172230686430091,0.10355194599305517"
285,"0.31722307,0.10355195",2,9.161365185643241,"0.32648948818879714,0.10355194599305517"
286,"0.32648948,0.10355195",3,9.137037856504264,"0.33837965765531625,0.10355194599305517"
287,"0.33837965,0.10355195",7,9.110754533559708,"0.35179481423056386,0.10355194599305517"
288,"0.3517948,0.10355195",0,9.084302943863426,"0.3649865823501378,0.10355194599305517"
289,"0.36498657,0.10355195",4,9.057640075550186,"0.3782479561731776,0.10355194599305517"
290,"0.37824795,0.10355195",6,9.031487505221996,"0.3914283283994193,0.10355194599305517"
291,"0.39142832,0.10355195",1,9.005436047763292,"0.4044540571287723,0.10355194599305517"
292,"0.40445405,0.10355195",8,8.979216118168445,"0.41756402192619546,0.10355194599305517"
293,"0.41756403,0.10355195",8,8.953821954236991,"0.4302611038919217,0.10355194599305517"
294,"0.4302611,0.10355195",9,8.92992306242841,"0.4422105497962125,0.10355194599305517"
295,"0.44221056,0.10355195",2,8.896649661112422,"0.4588472504542066,0.10355194599305517"
296,"0.45884725,0.10355195",2,8.886779143737133,"0.46378250914185076,0.10355194599305517"
297,"0.46378252,0.10355195",0,8.875446692445998,"0.4694487347874188,0.10355194599305517"
298,"0.46944875,0.10355195",5,8.870095127299697,"0.4721245173605689,0.10355194599305517"
299,"0.47212452,0.10355195",2,8.866957262695491,"0.4736934496626717,0.10355194599305517"
300,"0.13288336,0.10344201",5,9.553819059743613,"0.1302661630047913,0.10354953808226783"
301,"0.13026616,0.10354954",3,9.555115856995869,"0.1296141525124831,0.10355194599305517"
302,"0.12961416,0.10355195",9,9.533047518753266,"0.14064832163378468,0.10355194599305517"
303,"0.14064832,0.10355195",4,9.503980689025227,"0.15518173649780465,0.10355194599305517"
304,"0.15518174,0.10355195",3,9.46828439009546,"0.17302988596268734,0.10355194599305517"
305,"0.17302988,0.10355195",4,9.421244029833085,"0.1965500660938749,0.10355194599305517"
306,"0.19655007,0.10355195",8,9.369802120548611,"0.22227102073611182,0.10355194599305517"
307,"0.22227103,0.10355195",4,9.330569924968582,"0.24188711852612613,0.10355194599305517"
308,"0.24188712,0.10355195",8,9.315142182753654,"0.24960098963359087,0.10355194599305517"
309,"0.24960099,0.10355195",9,9.31242939941375,"0.25094783073183635,0.10355194599305517"
