,state,action,reward,next_state
90,"[0.1765308678150177, 0.21626067161560059, -0.1537497192621231, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",3,-0.8502604000755938,"[0.1768812300637183, 0.21810046299225472, -0.17767955561503523, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
91,"[0.17688122391700745, 0.21810045838356018, -0.17767955362796783, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",9,-0.8765772765950486,"[0.19022737251630586, 0.22036382128157184, -0.1860011870942937, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
92,"[0.06829105317592621, 0.10934341698884964, -0.031311437487602234, -0.009999999776482582, 0.10000000149011612, -0.02449999935925007]",2,-0.4469613033947616,"[0.06527877072597402, 0.1090285937950099, -0.030461504711900234, -0.00999999696728067, 0.10000010711935203, -0.02494025910431119]"
93,"[0.06527876853942871, 0.10902859270572662, -0.03046150505542755, -0.009999996982514858, 0.10000010579824448, -0.024940259754657745]",5,-0.4345574731610006,"[0.05861729649754924, 0.10558510180501679, -0.030063346905999544, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
94,"[0.05861729755997658, 0.10558509826660156, -0.030063346028327942, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",7,-0.4152100370668602,"[0.04769460563755601, 0.09991723344159864, -0.030310049265655614, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
95,"[0.047694604843854904, 0.09991723299026489, -0.030310049653053284, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",7,-0.4024224849835031,"[0.041222437439074, 0.0955346328660791, -0.030371173543945695, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
96,"[0.04122243821620941, 0.09553463011980057, -0.030371174216270447, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",1,-0.414859412883738,"[0.04316932962352363, 0.1008165334912412, -0.03314991929061495, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
97,"[0.043169330805540085, 0.10081653296947479, -0.03314992040395737, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",1,-0.4396729591766577,"[0.04866836858656315, 0.11051802509944592, -0.0393488308924933, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
98,"[0.04866836965084076, 0.11051802337169647, -0.03934882953763008, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",6,-0.4641956831353061,"[0.054335825113044064, 0.1198070460542433, -0.04571653048890312, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
99,"[0.0543358251452446, 0.11980704963207245, -0.045716531574726105, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",5,-0.4877487122800161,"[0.059997464961151825, 0.12846852408439147, -0.052068884121429626, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
